berkas,ulangan,durasi_audio,jumlah_pembicara,jumlah_segmen,jumlah_kata,skor,validasi,prapemrosesan,transkripsi,diarisasi,penyelarasan,prateks,evaluasi,total,rtf,catatan
1785225006305_Pengertian_Sistem_Komputer.wav,1,183.55374149659863,2,24,235,,0.05366019997745752,6.037779999896884,112.46289179997984,362.264652700047,0.009729899931699038,0.31340240000281483,60.22066019999329,541.3635920999805,2.9493465384360595,evaluasi GAGAL: Gagal menghubungi API LLM (TimeoutError): The read operation timed out
1785227064959_Pengertian_Sistem_Komputer.wav,1,183.55374149659863,2,31,244,3.25,0.08063770004082471,11.113076400011778,200.61764690000564,277.44512579997536,0.004141599987633526,0.06961770006455481,16.709271999890916,506.03954849997535,2.7569012997174593,-
1785295437785_Apa_itu_Sistem_Komputer__.wav,1,224.69950113378684,2,44,443,3.75,0.06962389999534935,6.998769599944353,190.34370670001954,329.1904964999994,0.004877700004726648,0.05675470002461225,14.82932170003187,541.4935729999561,2.40985658743207,-
